0.021625685	-0.016165547	-0.041272696	0.028230377	0.0496894	-0.011297575	-0.07066576	-0.048273537	0.054965366	0.010323504	0.043288063	0.077089846	0.012739861	-0.03921977	-0.010822056	-0.024768634
0.079388335	-0.030826455	-0.0307399	-0.02625814	0.012418533	0.04199195	-0.067554586	-0.063820325	0.016878929	0.052610576	0.03575665	-0.044233747	0.0061986367	-0.046092812	-0.007862238	-0.014017967
0.13652244	-0.08502557	-0.05049062	-0.053511553	0.08844214	-0.04863226	-0.09298799	0.01774942	-0.06387799	0.049488988	0.00093284564	0.023158103	-0.039337512	-0.06028344	0.027898619	0.03338441
-0.0034597998	-0.09558295	-0.03265887	0.017689575	0.07021904	-0.013924593	-0.18093483	-0.009197748	0.038600516	0.0069462378	-0.06546145	0.04838139	0.031446487	-0.050347008	0.036005516	-0.035767857
0.1610373	-0.045279123	-0.09846154	0.017419545	-0.014488502	0.020674212	-0.07223754	-0.03221383	-0.018288258	0.022413874	-0.05386558	0.07045028	0.035199035	-0.019490642	-0.04800852	-0.0506255
0.035496835	-0.04774023	-0.00096286845	-0.030885026	0.010176302	0.050185688	0.012837994	-0.07510896	-0.0073313443	0.0036485747	0.012948071	-0.016288344	0.013066693	-0.023967197	-0.068803914	-0.019348856
0.08219167	-0.0025769286	-0.019969333	-0.015989492	0.00730041	0.01159671	-0.04251441	-0.082802296	-0.04550043	-0.007561667	-0.050289717	0.037855048	0.013987618	-0.024902154	-0.013267165	0.02829227
0.11491918	-0.016774721	0.00413254	0.027674386	0.017450664	-0.012855138	0.010926183	-0.003829334	0.053339254	0.0052433955	0.061869137	0.017096903	0.03176432	-0.027296783	0.030051764	-0.049649876
0.11917195	-0.111975074	-0.05623194	0.050764196	0.04521186	0.024310442	-0.032457694	-0.06827222	0.02866362	0.05959413	-0.10161646	0.0014033657	-0.04914835	-0.09166701	-0.0686121	-0.044066787
0.019777158	0.011594427	-0.062608026	-0.00783887	0.1271981	0.016213618	-0.14993155	-0.032452337	0.07124878	0.043374762	-0.08158136	0.07588315	0.055237744	-0.02171714	0.07265635	0.03136883
0.045431387	0.07338634	-0.05089428	-0.10662807	0.0016480719	-0.040552553	-0.17044225	-0.0406848	0.036071967	-0.0017046755	0.055570625	-0.05625087	-0.036745235	-0.058646873	0.01679462	-0.0064996565
0.13858484	0.021308776	0.031376846	-0.019502066	0.06866454	-0.02662585	-0.154968	-0.020237315	0.09552454	-0.017311206	-0.020254316	0.08317944	0.021547668	-0.04419374	0.058040716	-0.07771691
